CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Country,StockCode,Description
1051.0,10162,2025-08-03,3,49.9,Germany,P014,Product 14
1051.0,10162,2025-08-03,9,11.79,France,P029,Product 29
1051.0,10163,2025-05-26,2,46.21,France,P021,Product 21
1051.0,10163,2025-05-26,6,55.83,Germany,P012,Product 12
1051.0,10163,2025-05-26,7,39.7,France,P013,Product 13
1051.0,10164,2025-05-20,4,39.0,France,P020,Product 20
1051.0,10164,2025-05-20,4,58.61,Germany,P006,Product 6
1052.0,10165,2025-01-20,7,28.67,United Kingdom,P010,Product 10
1053.0,10166,2025-02-11,3,29.6,France,P027,Product 27
1053.0,10167,2025-01-23,9,53.91,France,P024,Product 24
1053.0,10168,2025-05-03,7,5.5,United Kingdom,P028,Product 28
1054.0,10169,2024-07-25,3,10.3,United Kingdom,P009,Product 9
1055.0,10170,2025-05-12,5,11.79,Germany,P029,Product 29
1055.0,10171,2025-05-05,1,6.64,United Kingdom,P018,Product 18
1055.0,10171,2025-05-05,7,58.33,France,P023,Product 23
1055.0,10171,2025-05-05,5,14.09,Germany,P026,Product 26
1055.0,10171,2025-05-05,4,34.61,France,P017,Product 17
1055.0,10172,2025-04-07,4,34.61,France,P017,Product 17
1055.0,10173,2025-06-05,3,34.61,United Kingdom,P017,Product 17
1055.0,10173,2025-06-05,8,24.14,Germany,P011,Product 11
1055.0,10173,2025-06-05,7,39.7,Germany,P013,Product 13
1055.0,10173,2025-06-05,4,58.61,Germany,P006,Product 6
1055.0,10174,2025-05-25,9,47.81,France,P008,Product 8
1055.0,10174,2025-05-25,9,53.91,United Kingdom,P024,Product 24
1055.0,10175,2025-05-30,1,23.21,Germany,P022,Product 22
1055.0,10175,2025-05-30,6,47.12,Germany,P001,Product 1
1055.0,10175,2025-05-30,7,29.6,United Kingdom,P027,Product 27
1055.0,10175,2025-05-30,6,41.93,Germany,P030,Product 30
1055.0,10176,2025-04-23,6,47.81,Germany,P008,Product 8
1055.0,10176,2025-04-23,4,10.3,United Kingdom,P009,Product 9
1055.0,10177,2025-02-07,4,14.09,United Kingdom,P026,Product 26
1055.0,10177,2025-02-07,1,58.33,Germany,P023,Product 23
1055.0,10177,2025-02-07,5,10.3,France,P009,Product 9
1056.0,10178,2024-08-11,5,6.64,France,P018,Product 18
1056.0,10178,2024-08-11,3,42.75,United Kingdom,P004,Product 4
1056.0,10178,2024-08-11,9,23.21,United Kingdom,P022,Product 22
1057.0,10179,2024-03-31,6,10.3,France,P009,Product 9
1057.0,10179,2024-03-31,3,50.17,United Kingdom,P019,Product 19
1057.0,10179,2024-03-31,5,11.79,France,P029,Product 29
1057.0,10179,2024-03-31,3,14.09,Germany,P026,Product 26
1057.0,10180,2024-04-05,8,23.21,Germany,P022,Product 22
1057.0,10181,2024-02-15,5,39.7,Germany,P013,Product 13
1058.0,10182,2024-08-09,1,11.79,United Kingdom,P029,Product 29
1058.0,10182,2024-08-09,7,47.12,France,P001,Product 1
1058.0,10182,2024-08-09,2,6.64,France,P018,Product 18
1058.0,10182,2024-08-09,3,41.93,United Kingdom,P030,Product 30
1058.0,10183,2024-07-03,1,39.7,Germany,P013,Product 13
1058.0,10183,2024-07-03,7,58.61,France,P006,Product 6
1058.0,10184,2024-07-13,9,58.33,France,P023,Product 23
1058.0,10184,2024-07-13,9,46.21,Germany,P021,Product 21
1059.0,10185,2024-09-27,3,28.27,United Kingdom,P015,Product 15
1059.0,10185,2024-09-27,6,8.37,France,P005,Product 5
1059.0,10185,2024-09-27,9,58.33,United Kingdom,P023,Product 23
1059.0,10186,2024-09-28,5,28.67,United Kingdom,P010,Product 10
1059.0,10187,2024-08-13,8,46.38,France,P007,Product 7
1059.0,10187,2024-08-13,1,47.12,United Kingdom,P001,Product 1
1059.0,10187,2024-08-13,4,28.02,Germany,P002,Product 2
1060.0,10188,2025-07-05,1,8.37,France,P005,Product 5
1061.0,10189,2024-10-19,4,28.02,Germany,P002,Product 2
1061.0,10189,2024-10-19,5,53.91,France,P024,Product 24
1061.0,10190,2024-09-06,5,58.33,Germany,P023,Product 23
1061.0,10190,2024-09-06,7,28.67,France,P010,Product 10
1062.0,10191,2024-11-20,2,50.17,Germany,P019,Product 19
1062.0,10192,2025-01-20,1,23.21,France,P022,Product 22
1062.0,10192,2025-01-20,1,51.94,Germany,P003,Product 3
1062.0,10192,2025-01-20,7,24.14,France,P011,Product 11
1062.0,10192,2025-01-20,8,42.75,United Kingdom,P004,Product 4
1063.0,10193,2025-10-12,5,24.14,United Kingdom,P011,Product 11
1063.0,10193,2025-10-12,6,58.61,United Kingdom,P006,Product 6
1063.0,10193,2025-10-12,5,14.09,Germany,P026,Product 26
1063.0,10193,2025-10-12,9,11.79,United Kingdom,P029,Product 29
1063.0,10194,2025-08-01,8,58.33,Germany,P023,Product 23
1063.0,10194,2025-08-01,7,47.12,Germany,P001,Product 1
1063.0,10194,2025-08-01,1,34.61,Germany,P017,Product 17
1064.0,10195,2024-04-02,4,47.81,United Kingdom,P008,Product 8
1064.0,10195,2024-04-02,7,6.64,United Kingdom,P018,Product 18
1064.0,10196,2024-06-23,7,8.37,United Kingdom,P005,Product 5
1064.0,10196,2024-06-23,2,34.61,Germany,P017,Product 17
1064.0,10197,2024-02-25,7,49.9,France,P014,Product 14
1064.0,10197,2024-02-25,1,34.61,Germany,P017,Product 17
1065.0,10198,2024-04-17,5,50.17,France,P019,Product 19
1065.0,10198,2024-04-17,5,46.21,France,P021,Product 21
1065.0,10198,2024-04-17,9,58.33,Germany,P023,Product 23
1065.0,10198,2024-04-17,1,58.61,Germany,P006,Product 6
1066.0,10199,2024-07-18,7,28.67,United Kingdom,P010,Product 10
1066.0,10200,2024-06-03,1,46.38,United Kingdom,P007,Product 7
1066.0,10200,2024-06-03,6,51.94,France,P003,Product 3
1066.0,10200,2024-06-03,2,42.75,United Kingdom,P004,Product 4
1066.0,10200,2024-06-03,4,55.83,Germany,P012,Product 12
1066.0,10201,2024-06-08,4,15.95,Germany,P016,Product 16
1067.0,10202,2024-08-05,8,47.37,United Kingdom,P025,Product 25
1067.0,10203,2024-11-05,5,23.21,Germany,P022,Product 22
1067.0,10203,2024-11-05,4,42.75,United Kingdom,P004,Product 4
1067.0,10203,2024-11-05,2,51.94,France,P003,Product 3
1067.0,10204,2024-11-11,1,58.33,United Kingdom,P023,Product 23
1067.0,10204,2024-11-11,4,15.95,United Kingdom,P016,Product 16
1067.0,10204,2024-11-11,3,46.21,Germany,P021,Product 21
1067.0,10204,2024-11-11,9,51.94,United Kingdom,P003,Product 3
1068.0,10205,2025-04-22,9,47.37,United Kingdom,P025,Product 25
1068.0,10206,2025-02-04,8,10.3,Germany,P009,Product 9
1068.0,10206,2025-02-04,8,49.9,Germany,P014,Product 14
1068.0,10206,2025-02-04,5,41.93,United Kingdom,P030,Product 30
1068.0,10207,2025-03-04,1,46.38,France,P007,Product 7
1068.0,10207,2025-03-04,8,58.61,United Kingdom,P006,Product 6
1068.0,10208,2025-02-21,8,39.7,Germany,P013,Product 13
1068.0,10208,2025-02-21,4,24.14,France,P011,Product 11
1068.0,10208,2025-02-21,8,39.0,France,P020,Product 20
1068.0,10209,2025-03-18,5,28.67,France,P010,Product 10
1068.0,10209,2025-03-18,6,58.33,Germany,P023,Product 23
1069.0,10210,2024-11-08,4,41.93,Germany,P030,Product 30
1069.0,10210,2024-11-08,1,24.14,United Kingdom,P011,Product 11
1069.0,10210,2024-11-08,2,28.67,Germany,P010,Product 10
1069.0,10211,2025-01-14,5,24.14,United Kingdom,P011,Product 11
1069.0,10211,2025-01-14,5,47.37,France,P025,Product 25
1069.0,10211,2025-01-14,9,53.91,France,P024,Product 24
1069.0,10211,2025-01-14,2,46.38,Germany,P007,Product 7
1069.0,10212,2024-09-24,4,5.5,United Kingdom,P028,Product 28
1069.0,10212,2024-09-24,9,28.02,France,P002,Product 2
1069.0,10212,2024-09-24,6,39.0,France,P020,Product 20
1070.0,10213,2024-06-19,7,34.61,United Kingdom,P017,Product 17
1070.0,10213,2024-06-19,8,51.94,United Kingdom,P003,Product 3
1070.0,10213,2024-06-19,5,14.09,United Kingdom,P026,Product 26
1071.0,10214,2024-12-19,6,14.09,United Kingdom,P026,Product 26
1071.0,10214,2024-12-19,3,11.79,France,P029,Product 29
1071.0,10214,2024-12-19,2,28.67,Germany,P010,Product 10
1071.0,10214,2024-12-19,7,29.6,United Kingdom,P027,Product 27
1072.0,10215,2024-11-07,6,58.33,France,P023,Product 23
1072.0,10215,2024-11-07,8,29.6,Germany,P027,Product 27
1072.0,10215,2024-11-07,4,51.94,United Kingdom,P003,Product 3
1072.0,10215,2024-11-07,1,14.09,Germany,P026,Product 26
1072.0,10216,2025-02-17,7,49.9,Germany,P014,Product 14
1072.0,10216,2025-02-17,9,34.61,Germany,P017,Product 17
1072.0,10216,2025-02-17,9,47.81,Germany,P008,Product 8
1073.0,10217,2024-05-24,7,51.94,France,P003,Product 3
1073.0,10217,2024-05-24,1,23.21,United Kingdom,P022,Product 22
1073.0,10217,2024-05-24,9,47.37,Germany,P025,Product 25
1073.0,10217,2024-05-24,5,46.38,Germany,P007,Product 7
1074.0,10218,2024-12-24,2,50.17,United Kingdom,P019,Product 19
1074.0,10218,2024-12-24,6,42.75,Germany,P004,Product 4
1074.0,10218,2024-12-24,9,55.83,Germany,P012,Product 12
1075.0,10219,2025-06-25,5,28.27,France,P015,Product 15
1075.0,10219,2025-06-25,2,24.14,Germany,P011,Product 11
1075.0,10219,2025-06-25,3,58.61,France,P006,Product 6
1076.0,10220,2025-02-03,4,50.17,Germany,P019,Product 19
1076.0,10220,2025-02-03,2,11.79,Germany,P029,Product 29
1076.0,10220,2025-02-03,4,29.6,United Kingdom,P027,Product 27
1077.0,10221,2024-07-25,2,39.0,France,P020,Product 20
1077.0,10221,2024-07-25,5,5.5,United Kingdom,P028,Product 28
1077.0,10222,2024-07-22,2,24.14,United Kingdom,P011,Product 11
1077.0,10222,2024-07-22,1,28.02,United Kingdom,P002,Product 2
1077.0,10222,2024-07-22,8,28.67,France,P010,Product 10
1077.0,10222,2024-07-22,2,11.79,France,P029,Product 29
1077.0,10223,2024-07-25,8,5.5,Germany,P028,Product 28
1077.0,10224,2024-08-25,1,58.33,United Kingdom,P023,Product 23
1077.0,10224,2024-08-25,9,49.9,United Kingdom,P014,Product 14
1077.0,10225,2024-06-14,7,28.27,France,P015,Product 15
1077.0,10225,2024-06-14,2,10.3,France,P009,Product 9
1077.0,10225,2024-06-14,5,58.61,France,P006,Product 6
1077.0,10225,2024-06-14,2,41.93,France,P030,Product 30
1077.0,10226,2024-08-09,5,29.6,Germany,P027,Product 27
1077.0,10226,2024-08-09,5,28.67,France,P010,Product 10
1077.0,10226,2024-08-09,9,50.17,United Kingdom,P019,Product 19
1077.0,10226,2024-08-09,9,42.75,Germany,P004,Product 4
1077.0,10227,2024-08-24,2,14.09,Germany,P026,Product 26
1077.0,10227,2024-08-24,2,11.79,United Kingdom,P029,Product 29
1077.0,10227,2024-08-24,7,49.9,United Kingdom,P014,Product 14
1077.0,10227,2024-08-24,6,39.7,France,P013,Product 13
1077.0,10228,2024-08-28,6,58.61,United Kingdom,P006,Product 6
1077.0,10228,2024-08-28,1,5.5,United Kingdom,P028,Product 28
1077.0,10229,2024-05-18,6,47.37,France,P025,Product 25
1077.0,10229,2024-05-18,8,11.79,France,P029,Product 29
1077.0,10229,2024-05-18,1,47.81,United Kingdom,P008,Product 8
1077.0,10229,2024-05-18,6,58.61,United Kingdom,P006,Product 6
1077.0,10230,2024-06-22,1,5.5,United Kingdom,P028,Product 28
1077.0,10231,2024-05-25,4,6.64,France,P018,Product 18
1077.0,10232,2024-06-05,8,53.91,France,P024,Product 24
1077.0,10232,2024-06-05,6,11.79,Germany,P029,Product 29
1077.0,10232,2024-06-05,8,50.17,Germany,P019,Product 19
1078.0,10233,2025-06-16,3,28.27,Germany,P015,Product 15
1078.0,10234,2025-08-13,2,55.83,Germany,P012,Product 12
1078.0,10234,2025-08-13,4,47.37,United Kingdom,P025,Product 25
1078.0,10234,2025-08-13,6,29.6,United Kingdom,P027,Product 27
1079.0,10235,2024-08-05,8,49.9,United Kingdom,P014,Product 14
1079.0,10236,2024-08-26,2,14.09,France,P026,Product 26
1079.0,10236,2024-08-26,1,8.37,Germany,P005,Product 5
1079.0,10236,2024-08-26,5,23.21,Germany,P022,Product 22
1079.0,10237,2024-07-12,9,15.95,Germany,P016,Product 16
1080.0,10238,2024-11-24,7,29.6,Germany,P027,Product 27
1080.0,10238,2024-11-24,3,49.9,United Kingdom,P014,Product 14
1080.0,10238,2024-11-24,7,39.7,Germany,P013,Product 13
1080.0,10239,2024-09-16,9,6.64,United Kingdom,P018,Product 18
1081.0,10240,2024-10-30,8,46.21,France,P021,Product 21
1081.0,10240,2024-10-30,6,28.02,France,P002,Product 2
1081.0,10241,2025-01-28,3,55.83,Germany,P012,Product 12
1081.0,10241,2025-01-28,4,39.7,Germany,P013,Product 13
1081.0,10241,2025-01-28,8,50.17,France,P019,Product 19
1081.0,10241,2025-01-28,9,58.61,France,P006,Product 6
1081.0,10242,2025-01-14,8,6.64,Germany,P018,Product 18
1081.0,10242,2025-01-14,5,39.7,United Kingdom,P013,Product 13
1081.0,10243,2025-01-20,6,15.95,France,P016,Product 16
1081.0,10243,2025-01-20,4,49.9,United Kingdom,P014,Product 14
1081.0,10244,2024-11-18,6,55.83,United Kingdom,P012,Product 12
1081.0,10245,2025-01-22,7,29.6,United Kingdom,P027,Product 27
1081.0,10246,2024-12-20,9,51.94,France,P003,Product 3
1081.0,10247,2024-10-07,3,55.83,Germany,P012,Product 12
1081.0,10247,2024-10-07,2,58.61,France,P006,Product 6
1082.0,10248,2025-06-12,4,53.91,United Kingdom,P024,Product 24
1082.0,10248,2025-06-12,3,8.37,United Kingdom,P005,Product 5
1082.0,10248,2025-06-12,4,24.14,United Kingdom,P011,Product 11
1082.0,10248,2025-06-12,7,23.21,Germany,P022,Product 22
1082.0,10249,2025-06-25,8,39.7,Germany,P013,Product 13
1082.0,10249,2025-06-25,7,8.37,United Kingdom,P005,Product 5
1082.0,10249,2025-06-25,8,51.94,United Kingdom,P003,Product 3
1082.0,10250,2025-04-17,4,10.3,Germany,P009,Product 9
1082.0,10250,2025-04-17,2,53.91,United Kingdom,P024,Product 24
1083.0,10251,2024-07-27,2,29.6,United Kingdom,P027,Product 27
1083.0,10251,2024-07-27,4,58.33,United Kingdom,P023,Product 23
1083.0,10251,2024-07-27,1,46.38,Germany,P007,Product 7
1083.0,10252,2024-09-07,3,47.37,Germany,P025,Product 25
1083.0,10252,2024-09-07,7,55.83,United Kingdom,P012,Product 12
1084.0,10253,2025-09-07,6,14.09,Germany,P026,Product 26
1084.0,10253,2025-09-07,9,47.12,France,P001,Product 1
1084.0,10253,2025-09-07,9,50.17,Germany,P019,Product 19
1084.0,10254,2025-10-06,7,58.33,United Kingdom,P023,Product 23
1084.0,10254,2025-10-06,6,49.9,Germany,P014,Product 14
1085.0,10255,2024-12-07,6,34.61,France,P017,Product 17
1085.0,10255,2024-12-07,9,58.33,United Kingdom,P023,Product 23
1085.0,10256,2025-01-16,8,58.61,United Kingdom,P006,Product 6
1086.0,10257,2025-07-31,3,28.67,France,P010,Product 10
1086.0,10257,2025-07-31,6,8.37,Germany,P005,Product 5
1086.0,10257,2025-07-31,9,47.37,Germany,P025,Product 25
1086.0,10257,2025-07-31,4,42.75,France,P004,Product 4
1086.0,10258,2025-07-11,7,46.38,United Kingdom,P007,Product 7
1086.0,10258,2025-07-11,6,58.61,France,P006,Product 6
1086.0,10258,2025-07-11,7,10.3,Germany,P009,Product 9
1086.0,10259,2025-04-12,8,39.0,France,P020,Product 20
1086.0,10259,2025-04-12,3,58.61,France,P006,Product 6
1086.0,10259,2025-04-12,9,47.12,France,P001,Product 1
1086.0,10259,2025-04-12,2,11.79,United Kingdom,P029,Product 29
1086.0,10260,2025-08-01,6,23.21,United Kingdom,P022,Product 22
1086.0,10260,2025-08-01,1,46.38,Germany,P007,Product 7
1086.0,10260,2025-08-01,9,11.79,Germany,P029,Product 29
1086.0,10260,2025-08-01,7,55.83,United Kingdom,P012,Product 12
1086.0,10261,2025-08-19,2,34.61,France,P017,Product 17
1086.0,10261,2025-08-19,1,23.21,Germany,P022,Product 22
1086.0,10261,2025-08-19,6,55.83,Germany,P012,Product 12
1086.0,10261,2025-08-19,9,11.79,France,P029,Product 29
1086.0,10262,2025-04-08,9,46.38,Germany,P007,Product 7
1086.0,10263,2025-08-11,4,55.83,United Kingdom,P012,Product 12
1086.0,10263,2025-08-11,2,46.21,United Kingdom,P021,Product 21
1086.0,10263,2025-08-11,2,8.37,Germany,P005,Product 5
1086.0,10263,2025-08-11,4,51.94,Germany,P003,Product 3
1086.0,10264,2025-06-27,2,47.37,France,P025,Product 25
1086.0,10264,2025-06-27,2,15.95,Germany,P016,Product 16
1086.0,10264,2025-06-27,6,39.0,Germany,P020,Product 20
1086.0,10265,2025-05-15,1,23.21,Germany,P022,Product 22
1086.0,10265,2025-05-15,5,46.38,United Kingdom,P007,Product 7
1086.0,10265,2025-05-15,2,11.79,United Kingdom,P029,Product 29
1086.0,10265,2025-05-15,2,28.02,Germany,P002,Product 2
1086.0,10266,2025-06-24,2,10.3,France,P009,Product 9
1086.0,10267,2025-05-10,3,58.33,United Kingdom,P023,Product 23
1086.0,10267,2025-05-10,2,47.81,United Kingdom,P008,Product 8
1086.0,10267,2025-05-10,9,28.27,Germany,P015,Product 15
1086.0,10267,2025-05-10,4,50.17,France,P019,Product 19
1086.0,10268,2025-05-12,3,50.17,United Kingdom,P019,Product 19
1086.0,10268,2025-05-12,1,47.37,United Kingdom,P025,Product 25
1087.0,10269,2025-06-23,4,46.38,France,P007,Product 7
1087.0,10270,2025-06-18,8,41.93,Germany,P030,Product 30
1087.0,10270,2025-06-18,3,53.91,United Kingdom,P024,Product 24
1087.0,10270,2025-06-18,6,46.38,Germany,P007,Product 7
1087.0,10270,2025-06-18,7,51.94,Germany,P003,Product 3
1087.0,10271,2025-03-23,2,53.91,France,P024,Product 24
1087.0,10272,2025-03-19,5,39.7,France,P013,Product 13
1087.0,10272,2025-03-19,7,5.5,United Kingdom,P028,Product 28
1087.0,10272,2025-03-19,8,28.02,United Kingdom,P002,Product 2
1087.0,10273,2025-07-12,3,39.7,Germany,P013,Product 13
1087.0,10273,2025-07-12,7,10.3,Germany,P009,Product 9
1087.0,10273,2025-07-12,5,42.75,Germany,P004,Product 4
1088.0,10274,2025-06-18,3,53.91,Germany,P024,Product 24
1088.0,10274,2025-06-18,8,58.33,United Kingdom,P023,Product 23
1088.0,10274,2025-06-18,4,47.37,France,P025,Product 25
1088.0,10274,2025-06-18,5,47.81,France,P008,Product 8
1088.0,10275,2025-04-09,4,29.6,Germany,P027,Product 27
1088.0,10275,2025-04-09,6,58.33,Germany,P023,Product 23
1088.0,10275,2025-04-09,5,8.37,United Kingdom,P005,Product 5
1088.0,10276,2025-10-02,6,51.94,Germany,P003,Product 3
1088.0,10277,2025-07-27,9,51.94,Germany,P003,Product 3
1088.0,10277,2025-07-27,8,53.91,France,P024,Product 24
1088.0,10277,2025-07-27,3,47.81,United Kingdom,P008,Product 8
1088.0,10277,2025-07-27,7,28.27,United Kingdom,P015,Product 15
1088.0,10278,2025-06-07,3,50.17,Germany,P019,Product 19
1089.0,10279,2025-10-15,3,46.38,Germany,P007,Product 7
1089.0,10279,2025-10-15,6,5.5,Germany,P028,Product 28
1090.0,10280,2024-09-22,8,53.91,United Kingdom,P024,Product 24
1090.0,10280,2024-09-22,4,47.12,France,P001,Product 1
1090.0,10280,2024-09-22,5,14.09,United Kingdom,P026,Product 26
1090.0,10280,2024-09-22,5,23.21,France,P022,Product 22
1090.0,10281,2024-10-23,5,10.3,Germany,P009,Product 9
1090.0,10281,2024-10-23,8,14.09,France,P026,Product 26
1090.0,10281,2024-10-23,3,46.21,France,P021,Product 21
1091.0,10282,2024-07-04,5,55.83,United Kingdom,P012,Product 12
1091.0,10282,2024-07-04,5,41.93,United Kingdom,P030,Product 30
1091.0,10282,2024-07-04,5,42.75,United Kingdom,P004,Product 4
1091.0,10282,2024-07-04,6,39.0,United Kingdom,P020,Product 20
1092.0,10283,2024-09-15,9,28.67,United Kingdom,P010,Product 10
1092.0,10283,2024-09-15,9,11.79,France,P029,Product 29
1092.0,10283,2024-09-15,9,6.64,France,P018,Product 18
1092.0,10283,2024-09-15,3,28.02,France,P002,Product 2
1092.0,10284,2024-05-18,2,42.75,United Kingdom,P004,Product 4
1092.0,10284,2024-05-18,4,46.38,United Kingdom,P007,Product 7
1092.0,10285,2024-04-29,6,51.94,United Kingdom,P003,Product 3
1092.0,10285,2024-04-29,7,5.5,United Kingdom,P028,Product 28
1092.0,10285,2024-04-29,6,42.75,Germany,P004,Product 4
1092.0,10285,2024-04-29,8,47.12,United Kingdom,P001,Product 1
1092.0,10286,2024-08-10,4,15.95,Germany,P016,Product 16
1092.0,10286,2024-08-10,7,11.79,Germany,P029,Product 29
1092.0,10287,2024-05-18,8,58.61,France,P006,Product 6
1092.0,10287,2024-05-18,3,28.02,Germany,P002,Product 2
1092.0,10288,2024-05-15,6,46.38,France,P007,Product 7
1092.0,10288,2024-05-15,8,46.21,United Kingdom,P021,Product 21
1092.0,10288,2024-05-15,8,47.37,France,P025,Product 25
1092.0,10288,2024-05-15,2,58.33,United Kingdom,P023,Product 23
1092.0,10289,2024-08-31,7,49.9,Germany,P014,Product 14
1092.0,10290,2024-09-28,9,10.3,Germany,P009,Product 9
1093.0,10291,2024-07-05,2,50.17,Germany,P019,Product 19
1093.0,10291,2024-07-05,9,49.9,United Kingdom,P014,Product 14
1093.0,10292,2024-07-11,1,6.64,France,P018,Product 18
1093.0,10292,2024-07-11,5,39.0,United Kingdom,P020,Product 20
1093.0,10292,2024-07-11,4,34.61,Germany,P017,Product 17
1093.0,10293,2024-05-29,8,28.67,France,P010,Product 10
1093.0,10293,2024-05-29,5,46.38,Germany,P007,Product 7
1093.0,10293,2024-05-29,1,47.37,France,P025,Product 25
1093.0,10293,2024-05-29,9,39.7,Germany,P013,Product 13
1094.0,10294,2025-01-15,6,14.09,Germany,P026,Product 26
1094.0,10294,2025-01-15,9,29.6,France,P027,Product 27
1094.0,10294,2025-01-15,2,28.27,United Kingdom,P015,Product 15
1094.0,10295,2024-12-30,5,49.9,Germany,P014,Product 14
1094.0,10295,2024-12-30,5,50.17,France,P019,Product 19
1094.0,10295,2024-12-30,9,15.95,Germany,P016,Product 16
1094.0,10296,2025-01-07,6,39.7,United Kingdom,P013,Product 13
1094.0,10296,2025-01-07,6,46.38,Germany,P007,Product 7
1094.0,10296,2025-01-07,4,58.61,France,P006,Product 6
1095.0,10297,2025-02-26,9,6.64,United Kingdom,P018,Product 18
1096.0,10298,2024-08-14,4,58.61,Germany,P006,Product 6
1096.0,10298,2024-08-14,3,50.17,Germany,P019,Product 19
1097.0,10299,2024-10-19,9,5.5,Germany,P028,Product 28
1098.0,10300,2024-08-08,7,47.37,United Kingdom,P025,Product 25
1098.0,10300,2024-08-08,4,11.79,United Kingdom,P029,Product 29
1098.0,10301,2024-07-25,9,50.17,United Kingdom,P019,Product 19
1098.0,10301,2024-07-25,9,6.64,United Kingdom,P018,Product 18
1098.0,10302,2024-06-27,4,50.17,France,P019,Product 19
1098.0,10302,2024-06-27,3,23.21,United Kingdom,P022,Product 22
1098.0,10303,2024-06-01,4,46.38,United Kingdom,P007,Product 7
1098.0,10303,2024-06-01,9,47.37,Germany,P025,Product 25
1098.0,10303,2024-06-01,9,50.17,France,P019,Product 19
1098.0,10304,2024-09-04,6,5.5,Germany,P028,Product 28
1098.0,10304,2024-09-04,1,10.3,Germany,P009,Product 9
1098.0,10304,2024-09-04,2,58.33,Germany,P023,Product 23
1099.0,10305,2025-02-28,5,24.14,United Kingdom,P011,Product 11
1099.0,10305,2025-02-28,4,46.21,United Kingdom,P021,Product 21
1099.0,10305,2025-02-28,5,53.91,France,P024,Product 24
1099.0,10306,2025-05-02,7,46.38,France,P007,Product 7
1099.0,10306,2025-05-02,5,28.02,United Kingdom,P002,Product 2
1100.0,10307,2024-02-01,6,47.81,France,P008,Product 8
1100.0,10308,2024-03-01,8,28.02,United Kingdom,P002,Product 2
1100.0,10308,2024-03-01,1,47.12,France,P001,Product 1
1100.0,10308,2024-03-01,1,41.93,United Kingdom,P030,Product 30
1101.0,10309,2025-01-24,6,39.7,France,P013,Product 13
1101.0,10309,2025-01-24,2,51.94,United Kingdom,P003,Product 3
1101.0,10309,2025-01-24,5,55.83,United Kingdom,P012,Product 12
1101.0,10310,2025-01-21,6,39.0,United Kingdom,P020,Product 20
1101.0,10310,2025-01-21,7,15.95,United Kingdom,P016,Product 16
1101.0,10310,2025-01-21,6,28.67,France,P010,Product 10
1101.0,10310,2025-01-21,9,8.37,France,P005,Product 5
1102.0,10311,2025-03-07,3,58.33,France,P023,Product 23
1102.0,10311,2025-03-07,1,24.14,United Kingdom,P011,Product 11
1102.0,10312,2024-11-25,3,24.14,Germany,P011,Product 11
1102.0,10312,2024-11-25,5,46.21,Germany,P021,Product 21
1103.0,10313,2024-08-30,8,46.38,Germany,P007,Product 7
1103.0,10313,2024-08-30,6,23.21,Germany,P022,Product 22
1103.0,10313,2024-08-30,7,58.33,United Kingdom,P023,Product 23
1103.0,10314,2024-06-14,3,14.09,Germany,P026,Product 26
1103.0,10315,2024-08-02,1,39.7,United Kingdom,P013,Product 13
1103.0,10316,2024-06-07,1,15.95,United Kingdom,P016,Product 16
1103.0,10316,2024-06-07,9,14.09,Germany,P026,Product 26
1103.0,10316,2024-06-07,9,46.38,Germany,P007,Product 7
1103.0,10316,2024-06-07,1,39.7,France,P013,Product 13
1103.0,10317,2024-09-27,2,41.93,Germany,P030,Product 30
1103.0,10317,2024-09-27,8,58.61,United Kingdom,P006,Product 6
1103.0,10317,2024-09-27,1,5.5,France,P028,Product 28
1104.0,10318,2024-05-22,5,39.7,United Kingdom,P013,Product 13
1104.0,10318,2024-05-22,6,39.0,France,P020,Product 20
1104.0,10319,2024-06-08,7,23.21,United Kingdom,P022,Product 22
1104.0,10320,2024-07-03,9,15.95,France,P016,Product 16
1104.0,10320,2024-07-03,2,49.9,France,P014,Product 14
1104.0,10320,2024-07-03,1,46.21,Germany,P021,Product 21
1105.0,10321,2025-07-08,1,39.7,United Kingdom,P013,Product 13
1105.0,10321,2025-07-08,9,11.79,France,P029,Product 29
1105.0,10321,2025-07-08,6,6.64,Germany,P018,Product 18
1106.0,10322,2024-09-17,1,49.9,France,P014,Product 14
1106.0,10322,2024-09-17,6,5.5,France,P028,Product 28
1106.0,10322,2024-09-17,5,6.64,United Kingdom,P018,Product 18
1107.0,10323,2024-09-15,2,28.67,United Kingdom,P010,Product 10
1107.0,10323,2024-09-15,5,39.7,Germany,P013,Product 13
1107.0,10323,2024-09-15,1,51.94,France,P003,Product 3
1107.0,10323,2024-09-15,7,10.3,Germany,P009,Product 9
1107.0,10324,2024-10-27,2,53.91,Germany,P024,Product 24
1107.0,10324,2024-10-27,8,47.12,France,P001,Product 1
1107.0,10324,2024-10-27,5,11.79,United Kingdom,P029,Product 29
1107.0,10324,2024-10-27,2,39.7,United Kingdom,P013,Product 13
1107.0,10325,2024-09-27,2,46.21,United Kingdom,P021,Product 21
1108.0,10326,2024-12-09,7,49.9,Germany,P014,Product 14
1109.0,10327,2025-01-20,3,47.12,Germany,P001,Product 1
1109.0,10327,2025-01-20,3,46.21,Germany,P021,Product 21
1110.0,10328,2025-03-05,3,24.14,Germany,P011,Product 11
1110.0,10328,2025-03-05,7,47.81,France,P008,Product 8
